Bug ID,Project Name,Record ID,Author,Reported By,Keyword,URL,CommiteDate,ReportDate,lag,Source,Same,,,,,,,
70128,linux,208fae5,Nicolas Pitre,Jakub Jelinek,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70128,2016/4/8,2016/3/7,32,gcc,2,,,,,,,
68836,linux,8488335,Arnaldo Carvalho de Melo,Martin Liška,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=68836,2015/12/11,2015/12/10,1,gcc,2,,,,,,,
57157,linux,d7e35df,Sasha Levin,Niels Möller,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=57157,2015/12/10,2013/5/3,951,gcc,2,,,,,,,
67368,linux,d976441,Andrey Ryabinin,Wojciech Mula,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67368,2015/10/20,2015/8/27,54,gcc,2,,,,,,,
55777,linux,71a0a72,Yousong Zhou,Steve Ellcey,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=55777,2015/10/5,2012/12/21,1018,gcc,2,,,,,,,
55777,linux,1bb3bf6,Yousong Zhou,Steve Ellcey,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=55777,2015/10/5,2012/12/21,1018,gcc,2,,,,,,,
67055,linux,66e8c57,Oleg Nesterov,Henning Baldersheim,crash,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67055,2015/9/21,2015/7/29,54,gcc,2,,,,,,,
65932,linux,a077224,Ard Biesheuvel,Christian Eggers,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=65932,2015/9/7,2015/4/29,131,gcc,2,,,,,,,
53383,linux,b2c5110,Andy Lutomirski,H. Peter Anvin,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53383,2015/7/22,2012/5/17,1161,gcc,2,,,,,,,
58145,linux,4d3199e,Davidlohr Bueso,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2015/2/24,2013/8/13,560,gcc,2,,,,,,,
52181,linux,f5e38b9,Daniel Borkmann,Jakub Jelinek,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=52181,2015/2/14,2012/2/9,1101,gcc,2,,,,,,,
58145,linux,38c5ce9,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2015/1/19,2013/8/13,524,gcc,2,,,,,,,
58145,linux,1760f1e,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2015/1/19,2013/8/13,524,gcc,2,,,,,,,
58145,linux,da1a288,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2015/1/19,2013/8/13,524,gcc,2,,,,,,,
58145,linux,5ee0761,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2015/1/19,2013/8/13,524,gcc,2,,,,,,,
58145,linux,5de72a2,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,488beef,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,af2e7aa,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,4218091,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,14cf3d9,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,4f9d138,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,e37c698,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
58145,linux,230fa25,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/12/18,2013/8/13,492,gcc,2,,,,,,,
22278,linux,1365039,Christian Borntraeger,Not Found,documentation,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=22278,2014/11/7,2005/7/2,3415,gcc,2,,,,,,,
58145,linux,1365039,Christian Borntraeger,Hans-Peter Nilsson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,2014/11/7,2013/8/13,451,gcc,2,,,,,,,
10676,linux,a060dc5,James Hogan,Not Found,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,2014/9/16,2003/5/8,4149,gcc,2,,,,,,,
61801,linux,2062afb,Linus Torvalds,Richard Biener,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=61801,2014/7/27,2014/7/14,13,gcc,2,,,,,,,
10676,linux,abb43f6,Mathieu Desnoyers,Not Found,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,2014/4/10,2003/5/8,3990,gcc,2,,,,,,,
58670,linux,a9f1803,Steven Noonan,Jakub Jelinek,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,2014/2/13,2013/10/9,127,gcc,2,,,,,,,
58670,linux,3f0116c,Ingo Molnar,Jakub Jelinek,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,2013/10/11,2013/10/9,2,gcc,2,,,,,,,
10676,linux,6833d83,Christoffer Dall,Not Found,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,2013/8/31,2003/5/8,3768,gcc,2,,,,,,,
52080,linux,60bc851,Eric Dumazet,Richard Biener,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=52080,2013/5/2,2012/2/1,456,gcc,2,,,,,,,
48880,linux,2fb0815,Guenter Roeck,Witold Baryluk,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=48880,2013/4/30,2011/5/5,726,gcc,2,,,,,,,
46453,linux,7f2de81,Linus Torvalds,Not Found,optimization,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=46453,2012/12/19,2010/11/12,768,gcc,2,,,,,,,
54983,linux,7629a9f,Will Deacon,Bastian Hecht,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=54983,2012/10/29,2012/10/19,10,gcc,2,,,,,,,
46226,linux,45f81b1,Steven Rostedt,Richard Henderson,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=46226,2010/10/30,2010/10/29,1,gcc,2,,,,,,,
44631,linux,f8324e2,Mikael Pettersson,Matthias Klose,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44631,2010/7/21,2010/6/22,29,gcc,2,,,,,,,
44492,linux,398aa66,Will Deacon,Jakub Jelinek,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44492,2010/7/9,2010/6/10,29,gcc,2,,,,,,,
44129,linux,1244829,Andi Kleen,Bruce Dubbs,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44129,2010/6/19,2010/5/14,36,gcc,2,,,,,,,
28230,linux,a137802,Linus Torvalds,Pawel Sikora,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=28230,2009/7/13,2006/7/3,1106,gcc,2,,,,,,,
27781,linux,f9d1425,Linus Torvalds,Jan Kiszka,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27781,2009/1/3,2006/5/28,951,gcc,2,,,,,,,
27781,linux,4037500,Ralf Baechle,Jan Kiszka,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27781,2007/12/15,2006/5/28,566,gcc,2,,,,,,,
10153,linux,e001548,Herbert Xu,Not Found,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,2007/1/23,2003/3/19,1406,gcc,2,,,,,,,
11406,linux,1e17fb8,Clement Courbet,Not Found,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=11406,2021/3/10,2011/11/19,3399,llvm,2,,,,,,,
34019,openbsd,18b70c1,robert,Robert Nagy,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=34019,2017/9/29,2017/8/1,59,llvm,1,,,,,,,
74632,openbsd,d6514e0,claudio,Miod Vallat,rejects-valid,https://github.com/llvm/llvm-project/issues/74632,2023/12/14,2023/12/7,7,llvm issues,2,,,,,,,
98946,openbsd,27d6422,pascal,Manoj Gupta,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98946,2021/7/30,2021/2/2,178,gcc,2,,,,,,,
47921,openbsd,c968ca6,gkoehler,Anthony Richardby,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=47921,2020/11/20,2020/10/20,31,llvm,2,,,,,,,
45274,openbsd,c090f20,gkoehler,Piotr Kubaj,crash,https://bugs.llvm.org/show_bug.cgi?id=45274,2020/9/11,2020/3/22,173,llvm,2,,,,,,,
28322,openbsd,cec5ac9,espie,Debian GCC Maintainers,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=28322,2017/5/9,2006/7/8,3958,gcc,2,,,,,,,
39219,openbsd,26cf605,jsg,Martin Sebor,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39219,2015/10/7,2009/2/17,2423,gcc,2,,,,,,,
20218,openbsd,8529ddd,kettenis,H.J. Lu,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=20218,2015/5/19,2005/2/25,3735,gcc,2,,,,,,,
17327,openbsd,0ec0601,fgsch,Lars Hansen,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17327,2010/1/10,2004/9/5,1953,gcc,2,,,,,,,
18300,openbsd,aef8050,wilfried,Not Found,optimization,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=18300,2006/10/31,2004/11/4,726,gcc,2,,,,,,,
1180800,reactos,2aca4b2,Timo Kreuzer,Timo Kreuzer,wrong-code,https://developercommunity.visualstudio.com/content/problem/1180800,2020/9/12,2020/9/10,2,msvc,1,,,,,,,
1503629,reactos,535332,Timo Kreuzer,Timo Kreuzer,wrong-code,https://developercommunity.visualstudio.com/t/Broken-runtime-checks-with-CL-19293013/1503629,2021/9/12,2021/8/14,29,msvc,1,,,,,,,
95942,reactos,bedc16d,Timo Kreuzer,Sergei Trofimovich,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=95942,2024/4/11,2020/6/27,1384,gcc,2,,,,,,,
53119,reactos,4130f0b,Joachim Henze,Rich Felker,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53119,2021/6/24,2012/4/25,3347,gcc,2,,,,,,,
746534,reactos,70bcd0f,Timo Kreuzer,Ianier Munoz,rejects-valid,https://developercommunity.visualstudio.com/content/problem/746534,2019/11/24,2019/9/25,60,msvc,2,,,,,,,
38054,reactos,1bd07ee,KJK::Hyperion,Dmitry Gorbachev,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,2008/12/1,2008/11/7,24,gcc,2,,,,,,,
27067,reactos,feee728,KJK::Hyperion,Wlodek Szafran,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27067,2008/11/30,2006/4/6,969,gcc,2,,,,,,,
17982,reactos,c086cc2,KJK::Hyperion,Andreas Schwab,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17982,2008/11/24,2004/10/13,1503,gcc,2,,,,,,,
38054,reactos,c086cc2,KJK::Hyperion,Dmitry Gorbachev,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,2008/11/24,2008/11/7,17,gcc,2,,,,,,,
17982,reactos,0cc5134,KJK::Hyperion,Andreas Schwab,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17982,2008/11/24,2004/10/13,1503,gcc,2,,,,,,,
38054,reactos,0cc5134,KJK::Hyperion,Dmitry Gorbachev,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,2008/11/24,2008/11/7,17,gcc,2,,,,,,,
10153,reactos,28d278b,KJK::Hyperion,Not Found,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,2005/5/28,2003/3/19,801,gcc,2,,,,,,,
10153,reactos,b670149,Filip Navara,Not Found,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,2005/2/16,2003/3/19,700,gcc,2,,,,,,,
114784,serenity,cc92c3f,Daniel Bertalan,Daniel Bertalan,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=114784,2024/4/21,2024/4/19,2,gcc,1,,,,,,,
67260,serenity,6f972c1,Daniel Bertalan,Daniel Bertalan,crash,https://github.com/llvm/llvm-project/issues/67260,2023/11/6,2023/9/24,43,llvm issues,1,,,,,,,
109727,serenity,8df5bd5,Daniel Bertalan,Daniel Bertalan,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=109727,2023/5/15,2023/5/4,11,gcc,1,,,,,,,
109683,serenity,00b4976,Daniel Bertalan,Daniel Bertalan,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=109683,2023/5/2,2023/5/1,1,gcc,1,,,,,,,
61775,serenity,0016f63,Daniel Bertalan,Daniel Bertalan,diagnostic,https://github.com/llvm/llvm-project/issues/61775,2023/3/30,2023/3/29,1,llvm issues,1,,,,,,,
54018,serenity,48a28cf,Nico Weber,Igor Zhukov,diagnostic,https://github.com/llvm/llvm-project/issues/54018,2025/1/2,2022/2/23,1044,llvm issues,2,,,,,,,
115664,serenity,a06c27c,Daniel Bertalan,Pierre Ossman,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=115664,2024/7/23,2024/6/26,27,gcc,2,,,,,,,
64706,serenity,56b7f9e,Dan Klishch,Connor Horman,rejects-valid,https://github.com/llvm/llvm-project/issues/64706,2024/7/13,2023/8/15,333,llvm issues,2,,,,,,,
51182,serenity,637ccac,Daniel Bertalan,llvmbot,rejects-valid,https://github.com/llvm/llvm-project/issues/51182,2024/5/30,2021/9/14,989,llvm issues,2,,,,,,,
97202,serenity,cc92c3f,Daniel Bertalan,tangyixuan,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97202,2024/4/21,2020/9/25,1304,gcc,2,,,,,,,
111632,serenity,3b84b03,Andrew Kaster,Dimitry Andric,environment,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=111632,2024/4/17,2023/9/28,202,gcc,2,,,,,,,
102725,serenity,fd3e3d5,Daniel Bertalan,Martin Liška,documentation,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102725,2022/5/12,2021/10/13,211,gcc,2,,,,,,,
39634,serenity,1faffc2,Daniel Bertalan,Carlo Kok,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=39634,2021/10/18,2018/11/12,1071,llvm,2,,,,,,,
88144,serenity,7fb41d6,Daniel Bertalan,Not Found,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88144,2021/8/8,2018/11/22,990,gcc,2,,,,,,,
92875,zephyr,d4e48d5,Alberto Escolar Piedras,anders@wahrzeichnen.de,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=92875,2023/8/14,2019/12/9,1344,gcc,2,,,,,,,
48983,zephyr,8027072,Reto Schneider,Adriaan de Groot,wrong-code,https://github.com/llvm/llvm-project/issues/48983,2022/8/2,2021/3/19,501,llvm issues,2,,,,,,,
11740,zephyr,0b09ca8,Daniel Leung,Nick Lewycky,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=11740,2022/2/2,2012/1/10,3676,llvm,2,,,,,,,
11740,zephyr,deeb98d,Daniel Leung,Nick Lewycky,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=11740,2022/1/26,2012/1/10,3669,llvm,2,,,,,,,
10676,zephyr,9602c65,Daniel Leung,Not Found,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,2019/12/13,2003/5/8,6063,gcc,2,,,,,,,
49653,zephyr,5f353e0,Daniel Leung,Gary Funck,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,2016/2/6,2011/7/5,1677,gcc,2,,,,,,,
49653,zephyr,03066f2,Daniel Leung,Gary Funck,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,2016/2/6,2011/7/5,1677,gcc,2,,,,,,,
49653,zephyr,ed9cdac,Daniel Leung,Gary Funck,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,2016/2/6,2011/7/5,1677,gcc,2,,,,,,,
49653,zephyr,94718c7,Daniel Leung,Gary Funck,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,2016/2/6,2011/7/5,1677,gcc,2,,,,,,,
